"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Union","Union","Union County","28145","MS","Mississippi","34.4905","-89.0039","28507"
"Copiah","Copiah","Copiah County","28029","MS","Mississippi","31.8693","-90.4488","28501"
"Dinwiddie","Dinwiddie","Dinwiddie County","51053","VA","Virginia","37.0759","-77.6323","28485"
"Tate","Tate","Tate County","28137","MS","Mississippi","34.6503","-89.9448","28404"
"Ripley","Ripley","Ripley County","18137","IN","Indiana","39.1035","-85.2624","28391"
"Hocking","Hocking","Hocking County","39073","OH","Ohio","39.4971","-82.4793","28390"
"Scott","Scott","Scott County","28123","MS","Mississippi","32.4064","-89.5376","28332"
"Van Wert","Van Wert","Van Wert County","39161","OH","Ohio","40.8554","-84.5861","28261"
"Le Sueur","Le Sueur","Le Sueur County","27079","MN","Minnesota","44.3714","-93.7301","28242"
"Baker","Baker","Baker County","12003","FL","Florida","30.3311","-82.2846","28211"
"Meade","Meade","Meade County","21163","KY","Kentucky","37.9697","-86.2170","28182"
"San Jacinto","San Jacinto","San Jacinto County","48407","TX","Texas","30.5795","-95.1669","28180"
"Codington","Codington","Codington County","46029","SD","South Dakota","44.9779","-97.1886","28026"
"Wells","Wells","Wells County","18179","IN","Indiana","40.7292","-85.2212","28011"
"Pike","Pike","Pike County","39131","OH","Ohio","39.0773","-83.0668","28000"
"Grimes","Grimes","Grimes County","48185","TX","Texas","30.5435","-95.9855","27984"
"Henderson","Henderson","Henderson County","47077","TN","Tennessee","35.6542","-88.3880","27977"
"Glenn","Glenn","Glenn County","06021","CA","California","39.5982","-122.3920","27976"
"Cherokee","Cherokee","Cherokee County","37039","NC","North Carolina","35.1339","-84.0635","27969"
"Carroll","Carroll","Carroll County","05015","AR","Arkansas","36.3410","-93.5382","27965"
"Winchester","Winchester","Winchester City","51840","VA","Virginia","39.1735","-78.1746","27897"
"Carroll","Carroll","Carroll County","47017","TN","Tennessee","35.9732","-88.4503","27886"
"Montgomery","Montgomery","Montgomery County","21173","KY","Kentucky","38.0335","-83.9131","27884"
"Washington","Washington","Washington County","18175","IN","Indiana","38.6000","-86.1053","27848"
"Garvin","Garvin","Garvin County","40049","OK","Oklahoma","34.7046","-97.3093","27835"
"Iroquois","Iroquois","Iroquois County","17075","IL","Illinois","40.7473","-87.8243","27812"
"Adams","Adams","Adams County","39001","OH","Ohio","38.8456","-83.4720","27776"
"Lincoln","Lincoln","Lincoln County","55069","WI","Wisconsin","45.3374","-89.7346","27744"
"San Miguel","San Miguel","San Miguel County","35047","NM","New Mexico","35.4804","-104.8158","27738"
"Meade","Meade","Meade County","46093","SD","South Dakota","44.5668","-102.7169","27717"
"Jennings","Jennings","Jennings County","18079","IN","Indiana","38.9969","-85.6280","27710"
"Grant","Grant","Grant County","35017","NM","New Mexico","32.7389","-108.3824","27669"
"Del Norte","Del Norte","Del Norte County","06015","CA","California","41.7431","-123.8972","27495"
"Union","Union","Union County","45087","SC","South Carolina","34.6893","-81.6194","27490"
"Door","Door","Door County","55029","WI","Wisconsin","44.9473","-87.3135","27472"
"Carroll","Carroll","Carroll County","39019","OH","Ohio","40.5796","-81.0897","27332"
"Wyoming","Wyoming","Wyoming County","42131","PA","Pennsylvania","41.5184","-76.0166","27327"
"Bradford","Bradford","Bradford County","12007","FL","Florida","29.9499","-82.1688","27317"
"De Soto","De Soto","De Soto Parish","22031","LA","Louisiana","32.0554","-93.7372","27289"
"Montgomery","Montgomery","Montgomery County","37123","NC","North Carolina","35.3325","-79.9055","27252"
"Henry","Henry","Henry County","39069","OH","Ohio","41.3339","-84.0682","27208"
"Monroe","Monroe","Monroe County","13207","GA","Georgia","33.0139","-83.9187","27171"
"Mineral","Mineral","Mineral County","54057","WV","West Virginia","39.4147","-78.9438","27167"
"Carter","Carter","Carter County","21043","KY","Kentucky","38.3182","-83.0495","27159"
"Peach","Peach","Peach County","13225","GA","Georgia","32.5688","-83.8269","27145"
"Russell","Russell","Russell County","51167","VA","Virginia","36.9339","-82.0954","27141"
"Hardee","Hardee","Hardee County","12049","FL","Florida","27.4927","-81.8100","27131"
"Toombs","Toombs","Toombs County","13279","GA","Georgia","32.1216","-82.3312","26972"
"Edgefield","Edgefield","Edgefield County","45037","SC","South Carolina","33.7722","-81.9664","26927"
"Uvalde","Uvalde","Uvalde County","48463","TX","Texas","29.3573","-99.7623","26920"
"Logan","Logan","Logan County","21141","KY","Kentucky","36.8597","-86.8789","26902"
"Orleans","Orleans","Orleans County","50019","VT","Vermont","44.8288","-72.2437","26901"
"Cibola","Cibola","Cibola County","35006","NM","New Mexico","34.9125","-107.9997","26891"
"Simpson","Simpson","Simpson County","28127","MS","Mississippi","31.9132","-89.9195","26888"
"Ashe","Ashe","Ashe County","37009","NC","North Carolina","36.4345","-81.5005","26863"
"Mason","Mason","Mason County","54053","WV","West Virginia","38.7697","-82.0266","26820"
"White","White","White County","47185","TN","Tennessee","35.9264","-85.4552","26800"
"Bell","Bell","Bell County","21013","KY","Kentucky","36.7306","-83.6741","26791"
"Marlboro","Marlboro","Marlboro County","45069","SC","South Carolina","34.6020","-79.6786","26753"
"Elmore","Elmore","Elmore County","16039","ID","Idaho","43.3540","-115.4693","26743"
"Harlan","Harlan","Harlan County","21095","KY","Kentucky","36.8569","-83.2180","26699"
"Decatur","Decatur","Decatur County","13087","GA","Georgia","30.8783","-84.5790","26682"
"Perry","Perry","Perry County","21193","KY","Kentucky","37.2443","-83.2215","26624"
"Fluvanna","Fluvanna","Fluvanna County","51065","VA","Virginia","37.8419","-78.2773","26594"
"Lewis","Lewis","Lewis County","36049","NY","New York","43.7847","-75.4488","26572"
"Decatur","Decatur","Decatur County","18031","IN","Indiana","39.3070","-85.5011","26562"
"Juneau","Juneau","Juneau County","55057","WI","Wisconsin","43.9246","-90.1138","26478"
"Gillespie","Gillespie","Gillespie County","48171","TX","Texas","30.3180","-98.9466","26459"
"Barton","Barton","Barton County","20009","KS","Kansas","38.4790","-98.7565","26453"
"Geneva","Geneva","Geneva County","01061","AL","Alabama","31.0951","-85.8391","26417"
"Oceana","Oceana","Oceana County","26127","MI","Michigan","43.6409","-86.2676","26416"
"Tillamook","Tillamook","Tillamook County","41057","OR","Oregon","45.4637","-123.7127","26389"
"Johnson","Johnson","Johnson County","05071","AR","Arkansas","35.5701","-93.4599","26372"
"Boone","Boone","Boone County","19015","IA","Iowa","42.0365","-93.9316","26370"
"Currituck","Currituck","Currituck County","37053","NC","North Carolina","36.4031","-76.0059","26363"
"Union","Union","Union County","41061","OR","Oregon","45.3102","-118.0088","26337"
"Woodford","Woodford","Woodford County","21239","KY","Kentucky","38.0424","-84.7436","26318"
"Grayson","Grayson","Grayson County","21085","KY","Kentucky","37.4608","-86.3439","26247"
"Upson","Upson","Upson County","13293","GA","Georgia","32.8813","-84.2993","26236"
"Clay","Clay","Clay County","18021","IN","Indiana","39.3928","-87.1158","26234"
"King George","King George","King George County","51099","VA","Virginia","38.2733","-77.1572","26229"
"Charlevoix","Charlevoix","Charlevoix County","26029","MI","Michigan","45.3022","-85.1263","26188"
"Sunflower","Sunflower","Sunflower County","28133","MS","Mississippi","33.6023","-90.5886","26168"
"Wasco","Wasco","Wasco County","41065","OR","Oregon","45.1600","-121.1678","26130"
"West Baton Rouge","West Baton Rouge","West Baton Rouge Parish","22121","LA","Louisiana","30.4634","-91.3127","26101"
"Montezuma","Montezuma","Montezuma County","08083","CO","Colorado","37.3386","-108.5966","26031"
"Lauderdale","Lauderdale","Lauderdale County","47097","TN","Tennessee","35.7610","-89.6315","25989"
"Cherokee","Cherokee","Cherokee County","01019","AL","Alabama","34.1759","-85.6038","25903"
"St. Francis","St. Francis","St. Francis County","05123","AR","Arkansas","35.0220","-90.7478","25900"
"Cass","Cass","Cass County","31025","NE","Nebraska","40.9097","-96.1409","25888"
"Mille Lacs","Mille Lacs","Mille Lacs County","27095","MN","Minnesota","45.9380","-93.6301","25865"
"McNairy","McNairy","McNairy County","47109","TN","Tennessee","35.1755","-88.5636","25844"
"Hart","Hart","Hart County","13147","GA","Georgia","34.3508","-82.9642","25773"
"Lyon","Lyon","Lyon County","27083","MN","Minnesota","44.4135","-95.8390","25758"
"Stephens","Stephens","Stephens County","13257","GA","Georgia","34.5539","-83.2935","25750"
"Somerset","Somerset","Somerset County","24039","MD","Maryland","38.1158","-75.7518","25729"
"Elbert","Elbert","Elbert County","08039","CO","Colorado","39.2866","-104.1360","25717"
"Hardin","Hardin","Hardin County","47071","TN","Tennessee","35.1987","-88.1845","25715"
"Audrain","Audrain","Audrain County","29007","MO","Missouri","39.2157","-91.8416","25644"
"Benton","Benton","Benton County","19011","IA","Iowa","42.0802","-92.0657","25636"
"Allen","Allen","Allen Parish","22003","LA","Louisiana","30.6529","-92.8279","25618"
"Morehouse","Morehouse","Morehouse Parish","22067","LA","Louisiana","32.8202","-91.8018","25610"
"Texas","Texas","Texas County","29215","MO","Missouri","37.3173","-91.9650","25604"
"Taylor","Taylor","Taylor County","21217","KY","Kentucky","37.3665","-85.3279","25571"
"Posey","Posey","Posey County","18129","IN","Indiana","38.0218","-87.8685","25560"
"Franklin","Franklin","Franklin County","20059","KS","Kansas","38.5645","-95.2859","25558"
"Lawrence","Lawrence","Lawrence County","46081","SD","South Dakota","44.3586","-103.7923","25478"
"Hardeman","Hardeman","Hardeman County","47069","TN","Tennessee","35.2068","-88.9931","25443"
"Dickinson","Dickinson","Dickinson County","26043","MI","Michigan","46.0091","-87.8702","25439"
"Cheboygan","Cheboygan","Cheboygan County","26031","MI","Michigan","45.4465","-84.4999","25418"
"Fannin","Fannin","Fannin County","13111","GA","Georgia","34.8641","-84.3198","25395"
"Tattnall","Tattnall","Tattnall County","13267","GA","Georgia","32.0458","-82.0581","25382"
"Adair","Adair","Adair County","29001","MO","Missouri","40.1906","-92.6007","25369"
"Barbour","Barbour","Barbour County","01005","AL","Alabama","31.8696","-85.3932","25361"
"Shelby","Shelby","Shelby County","48419","TX","Texas","31.7924","-94.1450","25349"
"Lamoille","Lamoille","Lamoille County","50015","VT","Vermont","44.6058","-72.6414","25318"
"Salem","Salem","Salem City","51775","VA","Virginia","37.2864","-80.0555","25317"
"Gladwin","Gladwin","Gladwin County","26051","MI","Michigan","43.9907","-84.3883","25279"
"Prentiss","Prentiss","Prentiss County","28117","MS","Mississippi","34.6183","-88.5201","25255"
"Miller","Miller","Miller County","29131","MO","Missouri","38.2145","-92.4284","25201"
"Iosco","Iosco","Iosco County","26069","MI","Michigan","44.3558","-83.6359","25197"
"Brown","Brown","Brown County","27015","MN","Minnesota","44.2421","-94.7276","25163"
"Fayette","Fayette","Fayette County","48149","TX","Texas","29.8768","-96.9198","25141"
"Cleburne","Cleburne","Cleburne County","05023","AR","Arkansas","35.5381","-92.0267","25100"
"Nicholas","Nicholas","Nicholas County","54067","WV","West Virginia","38.2917","-80.7994","25078"
"Routt","Routt","Routt County","08107","CO","Colorado","40.4851","-106.9913","25072"
"Plymouth","Plymouth","Plymouth County","19149","IA","Iowa","42.7378","-96.2141","25068"
"Jackson","Jackson","Jackson County","40065","OK","Oklahoma","34.5880","-99.4148","25063"
"Yates","Yates","Yates County","36123","NY","New York","42.6334","-77.1055","25011"
"Marion","Marion","Marion County","28091","MS","Mississippi","31.2308","-89.8224","24990"
"Grant","Grant","Grant County","21081","KY","Kentucky","38.6488","-84.6246","24951"
"Randolph","Randolph","Randolph County","18135","IN","Indiana","40.1576","-85.0114","24926"
"Anson","Anson","Anson County","37007","NC","North Carolina","34.9738","-80.1027","24902"
"Randolph","Randolph","Randolph County","29175","MO","Missouri","39.4401","-92.4971","24878"
"Bremer","Bremer","Bremer County","19017","IA","Iowa","42.7746","-92.3181","24864"
"Washington","Washington","Washington County","29221","MO","Missouri","37.9617","-90.8774","24860"
"Seminole","Seminole","Seminole County","40133","OK","Oklahoma","35.1675","-96.6155","24832"
"Grady","Grady","Grady County","13131","GA","Georgia","30.8747","-84.2344","24828"
"Hickman","Hickman","Hickman County","47081","TN","Tennessee","35.8032","-87.4733","24813"
"Chattooga","Chattooga","Chattooga County","13055","GA","Georgia","34.4750","-85.3453","24812"
"Milam","Milam","Milam County","48331","TX","Texas","30.7863","-96.9768","24770"
"Washington","Washington","Washington County","12133","FL","Florida","30.6106","-85.6653","24764"
"Abbeville","Abbeville","Abbeville County","45001","SC","South Carolina","34.2226","-82.4592","24627"
"Juniata","Juniata","Juniata County","42067","PA","Pennsylvania","40.5311","-77.4022","24624"
"Dawson","Dawson","Dawson County","13085","GA","Georgia","34.4443","-84.1706","24536"
"Teller","Teller","Teller County","08119","CO","Colorado","38.8822","-105.1618","24524"
"Rowan","Rowan","Rowan County","21205","KY","Kentucky","38.1963","-83.4211","24507"
"Upshur","Upshur","Upshur County","54097","WV","West Virginia","38.8978","-80.2334","24502"
"Todd","Todd","Todd County","27153","MN","Minnesota","46.0706","-94.8976","24494"
"Otsego","Otsego","Otsego County","26137","MI","Michigan","45.0214","-84.5990","24490"
"Lincoln","Lincoln","Lincoln County","21137","KY","Kentucky","37.4554","-84.6608","24476"
"Aransas","Aransas","Aransas County","48007","TX","Texas","28.1249","-96.9934","24462"
"Manistee","Manistee","Manistee County","26101","MI","Michigan","44.3330","-86.0568","24457"
"Staunton","Staunton","Staunton City","51790","VA","Virginia","38.1593","-79.0611","24432"
"Mingo","Mingo","Mingo County","54059","WV","West Virginia","37.7264","-82.1347","24290"
"Churchill","Churchill","Churchill County","32001","NV","Nevada","39.5809","-118.3358","24259"
"Waushara","Waushara","Waushara County","55137","WI","Wisconsin","44.1131","-89.2429","24193"
"Crawford","Crawford","Crawford County","29055","MO","Missouri","37.9764","-91.3039","24154"
"White","White","White County","18181","IN","Indiana","40.7498","-86.8655","24149"
"Clarke","Clarke","Clarke County","01025","AL","Alabama","31.6767","-87.8308","24128"
"Butts","Butts","Butts County","13035","GA","Georgia","33.2879","-83.9572","24090"
"Luna","Luna","Luna County","35029","NM","New Mexico","32.1822","-107.7498","24083"
"Ohio","Ohio","Ohio County","21183","KY","Kentucky","37.4782","-86.8489","24071"
"Hertford","Hertford","Hertford County","37091","NC","North Carolina","36.3591","-76.9820","24012"
"Saline","Saline","Saline County","17165","IL","Illinois","37.7531","-88.5407","23994"
"Sabine","Sabine","Sabine Parish","22085","LA","Louisiana","31.5640","-93.5546","23991"
"Lee","Lee","Lee County","51105","VA","Virginia","36.7054","-83.1286","23948"
"George","George","George County","28039","MS","Mississippi","30.8626","-88.6440","23917"
"Poinsett","Poinsett","Poinsett County","05111","AR","Arkansas","35.5740","-90.6630","23896"
"Roscommon","Roscommon","Roscommon County","26143","MI","Michigan","44.3356","-84.6116","23851"
"Pottawatomie","Pottawatomie","Pottawatomie County","20149","KS","Kansas","39.3790","-96.3424","23847"
"Macon","Macon","Macon County","47111","TN","Tennessee","36.5320","-86.0073","23842"
"Ouachita","Ouachita","Ouachita County","05103","AR","Arkansas","33.5934","-92.8819","23830"
"Page","Page","Page County","51139","VA","Virginia","38.6194","-78.4844","23788"
"Winston","Winston","Winston County","01133","AL","Alabama","34.1492","-87.3737","23784"
"Columbia","Columbia","Columbia County","05027","AR","Arkansas","33.2143","-93.2273","23776"
"Scott","Scott","Scott County","18143","IN","Indiana","38.6851","-85.7475","23759"
"Dawson","Dawson","Dawson County","31047","NE","Nebraska","40.8699","-99.8196","23733"
"Jerome","Jerome","Jerome County","16053","ID","Idaho","42.6899","-114.2639","23730"
"Cassia","Cassia","Cassia County","16031","ID","Idaho","42.2839","-113.6001","23690"
"Iowa","Iowa","Iowa County","55049","WI","Wisconsin","43.0005","-90.1354","23618"
"Jefferson","Jefferson","Jefferson County","41031","OR","Oregon","44.6294","-121.1762","23607"
"Fairfax","Fairfax","Fairfax City","51600","VA","Virginia","38.8531","-77.2998","23531"
"Itawamba","Itawamba","Itawamba County","28057","MS","Mississippi","34.2800","-88.3613","23462"
"Limestone","Limestone","Limestone County","48293","TX","Texas","31.5455","-96.5805","23417"
"Plaquemines","Plaquemines","Plaquemines Parish","22075","LA","Louisiana","29.4405","-89.6097","23338"
"Panola","Panola","Panola County","48365","TX","Texas","32.1624","-94.3056","23327"
"Hampshire","Hampshire","Hampshire County","54027","WV","West Virginia","39.3171","-78.6141","23309"
"Osceola","Osceola","Osceola County","26133","MI","Michigan","43.9898","-85.3253","23290"
"Union","Union","Union County","13291","GA","Georgia","34.8341","-83.9907","23288"
"Teton","Teton","Teton County","56039","WY","Wyoming","43.9347","-110.5898","23280"
"Payette","Payette","Payette County","16075","ID","Idaho","44.0067","-116.7608","23260"
"Coahoma","Coahoma","Coahoma County","28027","MS","Mississippi","34.2292","-90.6027","23255"
"Hood River","Hood River","Hood River County","41027","OR","Oregon","45.5190","-121.6510","23209"
"Antrim","Antrim","Antrim County","26009","MI","Michigan","44.9991","-85.1402","23206"
"Fayette","Fayette","Fayette County","18041","IN","Indiana","39.6400","-85.1788","23194"
"Sumner","Sumner","Sumner County","20191","KS","Kansas","37.2373","-97.4765","23114"
"Meeker","Meeker","Meeker County","27093","MN","Minnesota","45.1231","-94.5273","23105"
"Grainger","Grainger","Grainger County","47057","TN","Tennessee","36.2763","-83.5096","23101"
"Meigs","Meigs","Meigs County","39105","OH","Ohio","39.0822","-82.0229","23078"
"Menominee","Menominee","Menominee County","26109","MI","Michigan","45.5800","-87.5566","23074"
"Hockley","Hockley","Hockley County","48219","TX","Texas","33.6076","-102.3432","23064"
"Crook","Crook","Crook County","41013","OR","Oregon","44.1422","-120.3566","23011"
"Saline","Saline","Saline County","29195","MO","Missouri","39.1368","-93.2018","22976"
"Houston","Houston","Houston County","48225","TX","Texas","31.3177","-95.4227","22954"
"Starke","Starke","Starke County","18149","IN","Indiana","41.2809","-86.6476","22952"
"Prince Edward","Prince Edward","Prince Edward County","51147","VA","Virginia","37.2243","-78.4411","22905"
"Ray","Ray","Ray County","29177","MO","Missouri","39.3524","-93.9899","22875"
"Goochland","Goochland","Goochland County","51075","VA","Virginia","37.7217","-77.9160","22865"
"Martin","Martin","Martin County","37117","NC","North Carolina","35.8432","-77.1092","22849"
"Leake","Leake","Leake County","28079","MS","Mississippi","32.7535","-89.5240","22792"
"McDonald","McDonald","McDonald County","29119","MO","Missouri","36.6287","-94.3483","22782"
"Franklin","Franklin","Franklin County","18047","IN","Indiana","39.4149","-85.0602","22774"
"Franklin","Franklin","Franklin County","13119","GA","Georgia","34.3754","-83.2292","22766"
"Yankton","Yankton","Yankton County","46135","SD","South Dakota","43.0090","-97.3948","22717"
"Crisp","Crisp","Crisp County","13081","GA","Georgia","31.9229","-83.7681","22713"
"Caswell","Caswell","Caswell County","37033","NC","North Carolina","36.3932","-79.3335","22684"
"Curry","Curry","Curry County","41015","OR","Oregon","42.4576","-124.1568","22650"
"Randolph","Randolph","Randolph County","01111","AL","Alabama","33.2938","-85.4591","22647"
"Johnson","Johnson","Johnson County","21115","KY","Kentucky","37.8466","-82.8315","22634"
"Rockbridge","Rockbridge","Rockbridge County","51163","VA","Virginia","37.8145","-79.4473","22570"
"Fairfield","Fairfield","Fairfield County","45039","SC","South Carolina","34.3951","-81.1212","22565"
"Emanuel","Emanuel","Emanuel County","13107","GA","Georgia","32.5897","-82.3017","22533"
"Burke","Burke","Burke County","13033","GA","Georgia","33.0611","-82.0009","22520"
"Bibb","Bibb","Bibb County","01007","AL","Alabama","32.9986","-87.1265","22493"
"Assumption","Assumption","Assumption Parish","22007","LA","Louisiana","29.9008","-91.0626","22478"
"Brooke","Brooke","Brooke County","54009","WV","West Virginia","40.2739","-80.5765","22459"
"Hopewell","Hopewell","Hopewell City","51670","VA","Virginia","37.2915","-77.2985","22456"
"Asotin","Asotin","Asotin County","53003","WA","Washington","46.1918","-117.2030","22421"
"Gray","Gray","Gray County","48179","TX","Texas","35.4012","-100.8126","22410"
"Anderson","Anderson","Anderson County","21005","KY","Kentucky","38.0039","-84.9910","22409"
"Clark","Clark","Clark County","05019","AR","Arkansas","34.0510","-93.1764","22386"
"Logan","Logan","Logan County","08075","CO","Colorado","40.7247","-103.1101","22380"
"Blaine","Blaine","Blaine County","16013","ID","Idaho","43.4119","-113.9802","22373"
"Boone","Boone","Boone County","54005","WV","West Virginia","38.0230","-81.7112","22368"
"Nodaway","Nodaway","Nodaway County","29147","MO","Missouri","40.3607","-94.8834","22359"
"Union","Union","Union Parish","22111","LA","Louisiana","32.8318","-92.3748","22353"
"Seward","Seward","Seward County","20175","KS","Kansas","37.1933","-100.8513","22349"
"Grant","Grant","Grant Parish","22043","LA","Louisiana","31.5997","-92.5595","22340"
"Letcher","Letcher","Letcher County","21133","KY","Kentucky","37.1212","-82.8553","22295"
"Beckham","Beckham","Beckham County","40009","OK","Oklahoma","35.2687","-99.6820","22268"
"Mitchell","Mitchell","Mitchell County","13205","GA","Georgia","31.2253","-84.1943","22244"
"Adair","Adair","Adair County","40001","OK","Oklahoma","35.8839","-94.6587","22220"
"Bandera","Bandera","Bandera County","48019","TX","Texas","29.7472","-99.2463","22215"
"Mahaska","Mahaska","Mahaska County","19123","IA","Iowa","41.3352","-92.6409","22164"
"Waynesboro","Waynesboro","Waynesboro City","51820","VA","Virginia","38.0674","-78.9014","22140"
"Washington","Washington","Washington County","19183","IA","Iowa","41.3356","-91.7179","22100"
"Overton","Overton","Overton County","47133","TN","Tennessee","36.3450","-85.2881","22068"
"Tippah","Tippah","Tippah County","28139","MS","Mississippi","34.7684","-88.9089","22018"
"Pointe Coupee","Pointe Coupee","Pointe Coupee Parish","22077","LA","Louisiana","30.7094","-91.6008","22016"
"Wyandot","Wyandot","Wyandot County","39175","OH","Ohio","40.8424","-83.3044","22000"
"Scott","Scott","Scott County","47151","TN","Tennessee","36.4285","-84.5035","21969"
"Jersey","Jersey","Jersey County","17083","IL","Illinois","39.0855","-90.3565","21937"
"Scott","Scott","Scott County","51169","VA","Virginia","36.7143","-82.6029","21902"
"Taylor","Taylor","Taylor County","12123","FL","Florida","30.0470","-83.6035","21870"
"Hempstead","Hempstead","Hempstead County","05057","AR","Arkansas","33.7353","-93.6685","21842"
"Buchanan","Buchanan","Buchanan County","51027","VA","Virginia","37.2666","-82.0360","21788"
"Vilas","Vilas","Vilas County","55125","WI","Wisconsin","46.0529","-89.5148","21751"
"Shelby","Shelby","Shelby County","17173","IL","Illinois","39.3911","-88.8055","21737"
"Henry","Henry","Henry County","29083","MO","Missouri","38.3852","-93.7928","21735"
"Nobles","Nobles","Nobles County","27105","MN","Minnesota","43.6742","-95.7534","21734"
"Klickitat","Klickitat","Klickitat County","53039","WA","Washington","45.8738","-120.7891","21721"
"Putnam","Putnam","Putnam County","13237","GA","Georgia","33.3218","-83.3728","21691"
"Pacific","Pacific","Pacific County","53049","WA","Washington","46.5557","-123.7041","21688"
"New Kent","New Kent","New Kent County","51127","VA","Virginia","37.5052","-76.9973","21686"
"Calhoun","Calhoun","Calhoun County","48057","TX","Texas","28.5067","-96.6020","21668"
"Logan","Logan","Logan County","05083","AR","Arkansas","35.2153","-93.7162","21668"
"Leelanau","Leelanau","Leelanau County","26089","MI","Michigan","44.9386","-85.8118","21652"
"Gage","Gage","Gage County","31067","NE","Nebraska","40.2619","-96.6894","21594"
"Mercer","Mercer","Mercer County","21167","KY","Kentucky","37.8110","-84.8745","21592"
"Willacy","Willacy","Willacy County","48489","TX","Texas","26.4696","-97.6611","21588"
"Jo Daviess","Jo Daviess","Jo Daviess County","17085","IL","Illinois","42.3658","-90.2125","21588"
"Fayette","Fayette","Fayette County","17051","IL","Illinois","39.0002","-89.0241","21565"
"Morgan","Morgan","Morgan County","47129","TN","Tennessee","36.1350","-84.6492","21545"
"Wabasha","Wabasha","Wabasha County","27157","MN","Minnesota","44.2843","-92.2303","21537"
"Tyler","Tyler","Tyler County","48457","TX","Texas","30.7712","-94.3766","21518"
"Madison","Madison","Madison County","37115","NC","North Carolina","35.8580","-82.7058","21499"
"Yell","Yell","Yell County","05149","AR","Arkansas","35.0026","-93.4112","21464"
"McDuffie","McDuffie","McDuffie County","13189","GA","Georgia","33.4829","-82.4814","21455"
"Colusa","Colusa","Colusa County","06011","CA","California","39.1775","-122.2370","21454"
"Moore","Moore","Moore County","48341","TX","Texas","35.8377","-101.8930","21399"
"Newton","Newton","Newton County","28101","MS","Mississippi","32.4002","-89.1188","21360"
"Barnwell","Barnwell","Barnwell County","45011","SC","South Carolina","33.2660","-81.4350","21346"
"Hutchinson","Hutchinson","Hutchinson County","48233","TX","Texas","35.8400","-101.3547","21344"
"St. James","St. James","St. James Parish","22093","LA","Louisiana","30.0263","-90.7963","21308"
"Wyoming","Wyoming","Wyoming County","54109","WV","West Virginia","37.6096","-81.5492","21281"
"Sevier","Sevier","Sevier County","49041","UT","Utah","38.7478","-111.8044","21280"
"Monroe","Monroe","Monroe County","01099","AL","Alabama","31.5709","-87.3655","21270"
"Perry","Perry","Perry County","17145","IL","Illinois","38.0837","-89.3670","21251"
"Colorado","Colorado","Colorado County","48089","TX","Texas","29.6208","-96.5263","21224"
"Saunders","Saunders","Saunders County","31155","NE","Nebraska","41.2264","-96.6374","21165"
"Buchanan","Buchanan","Buchanan County","19019","IA","Iowa","42.4708","-91.8379","21118"
"Meriwether","Meriwether","Meriwether County","13199","GA","Georgia","33.0407","-84.6883","21106"
"Grenada","Grenada","Grenada County","28043","MS","Mississippi","33.7699","-89.8019","21088"
"Llano","Llano","Llano County","48299","TX","Texas","30.7057","-98.6841","21047"
"Greene","Greene","Greene County","37079","NC","North Carolina","35.4850","-77.6758","21033"
"Hubbard","Hubbard","Hubbard County","27057","MN","Minnesota","47.1086","-94.9166","21019"
"Stutsman","Stutsman","Stutsman County","38093","ND","North Dakota","46.9793","-98.9588","20965"
"Fillmore","Fillmore","Fillmore County","27045","MN","Minnesota","43.6740","-92.0902","20949"
"Allen","Allen","Allen County","21003","KY","Kentucky","36.7513","-86.1904","20944"
"Ogemaw","Ogemaw","Ogemaw County","26129","MI","Michigan","44.3350","-84.1264","20898"
"Lampasas","Lampasas","Lampasas County","48281","TX","Texas","31.1962","-98.2415","20862"
"Conway","Conway","Conway County","05029","AR","Arkansas","35.2622","-92.7013","20858"
"Lincoln","Lincoln","Lincoln County","54043","WV","West Virginia","38.1753","-82.0704","20850"
"Jay","Jay","Jay County","18075","IN","Indiana","40.4380","-85.0057","20840"
"Owen","Owen","Owen County","18119","IN","Indiana","39.3128","-86.8377","20835"
"Dodge","Dodge","Dodge County","13091","GA","Georgia","32.1722","-83.1684","20829"
"Texas","Texas","Texas County","40139","OK","Oklahoma","36.7479","-101.4901","20805"
"La Paz","La Paz","La Paz County","04012","AZ","Arizona","33.7294","-113.9816","20793"
"Gonzales","Gonzales","Gonzales County","48177","TX","Texas","29.4567","-97.4925","20731"
"Sullivan","Sullivan","Sullivan County","18153","IN","Indiana","39.0888","-87.4147","20730"
"Woodward","Woodward","Woodward County","40153","OK","Oklahoma","36.4227","-99.2651","20727"
"Gaines","Gaines","Gaines County","48165","TX","Texas","32.7408","-102.6352","20706"
"Minidoka","Minidoka","Minidoka County","16067","ID","Idaho","42.8543","-113.6375","20705"
"Dodge","Dodge","Dodge County","27039","MN","Minnesota","44.0226","-92.8620","20669"
"Vernon","Vernon","Vernon County","29217","MO","Missouri","37.8506","-94.3424","20595"
"Jones","Jones","Jones County","19105","IA","Iowa","42.1212","-91.1315","20559"
"Polk","Polk","Polk County","37149","NC","North Carolina","35.2793","-82.1697","20557"
"Wayne","Wayne","Wayne County","21231","KY","Kentucky","36.8013","-84.8286","20546"
"Jackson","Jackson","Jackson County","55053","WI","Wisconsin","44.3192","-90.8052","20522"
"Clinton","Clinton","Clinton County","29049","MO","Missouri","39.6018","-94.4046","20500"
"Worth","Worth","Worth County","13321","GA","Georgia","31.5515","-83.8509","20494"
